ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
BAJFINANCE,1066.6,1037.0,1080.8,912.97,1058.08,20251109
LICI,924.15,872.2,878.8,855.92,905.33,20251109
ADANIPORTS,1448.3,1397.8,1475.3,1307.89,1440.59,20251109
TATASTEEL,181.37,173.1,176.8,153.81,181.07,20251109
VEDL,515.05,476.9,489.4,429.87,507.37,20251109
HDFCLIFE,749.25,775.7,761.6,723.72,742.27,20251109
PNB,122.38,117.0,119.1,102.71,121.77,20251109
IDBI,100.42,92.7,95.8,86.79,99.93,20251109
JINDALSTEL,1069.9,1003.3,1027.5,943.0,1059.67,20251109
BSE,2678.3,2289.9,2386.9,2211.17,2497.43,20251109
IDEA,9.61,8.4,9.9,7.69,9.35,20251109
ICICIGI,2020.2,1915.4,1954.8,1865.81,2010.58,20251109
LUPIN,1971.8,2017.3,1928.8,1979.43,1961.19,20251109
GVT&D,3073.2,3196.0,2908.9,2208.62,3051.79,20251109
YESBANK,22.85,22.2,23.5,19.64,22.76,20251109
MRF,158765.0,151446.5,154845.2,135290.67,158329.0,20251109
INDUSINDBK,797.25,749.2,767.4,820.98,793.38,20251109
MAHABANK,59.62,54.6,56.4,52.35,59.0,20251109
ASTERDM,692.9,672.4,717.2,557.86,692.66,20251109
GODIGIT,360.35,337.8,345.5,329.31,359.26,20251109
APOLLOTYRE,515.4,486.0,498.1,452.8,509.54,20251109
KIMS,728.1,735.7,698.1,669.67,723.63,20251109
STARHEALTH,488.65,455.4,470.1,426.67,487.69,20251109
JBCHEPHARM,1702.9,1745.0,1716.8,1666.7,1698.04,20251109
SAGILITY,51.82,48.1,50.5,44.22,51.42,20251109
KARURVYSYA,249.12,232.8,238.9,200.5,248.51,20251109
ANGELONE,2616.4,2357.9,2421.3,2481.93,2533.56,20251109
BASF,4448.6,4657.0,4581.7,4665.03,4434.84,20251109
KFINTECH,1111.0,1158.2,1128.6,1102.01,1109.78,20251109
GMDCLTD,600.3,536.0,557.7,390.74,588.08,20251109
JSWHL,17042.0,17888.7,16214.2,20042.44,16833.6,20251109
APLLTD,921.95,889.2,913.0,920.61,920.16,20251109
CARBORUNIV,916.2,958.9,935.8,971.51,908.07,20251109
GESHIP,1085.2,1005.0,1038.9,950.54,1069.18,20251109
SYRMA,799.5,747.5,762.2,610.24,795.82,20251109
AKZOINDIA,3262.3,3403.2,3345.7,3321.43,3261.39,20251109
SWANCORP,468.9,490.0,475.4,454.05,463.49,20251109
THELEELA,436.6,408.2,456.6,nan,432.33,20251109
USHAMART,472.45,434.6,447.8,356.01,466.95,20251109
PARADEEP,173.95,182.4,177.1,155.52,169.0,20251109
BELRISE,149.76,155.9,152.3,nan,148.54,20251109
GALLANTT,552.85,601.6,575.7,503.5,535.5,20251109
VTL,438.3,402.3,415.9,441.11,437.78,20251109
SCI,266.45,231.4,244.4,196.86,260.77,20251109
